,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
1207,JELD,63.6,34.51,5.7,2.1,,1.6,-5.1,,11.7,34.4,,33.88,33.43,2.19,,0.22,0.1,2.06,59.92,32.49,48.07,6.12,2.33,Grey,,,17.79,9.51,11.5,9.46,7.49,0.64,0.57,5.62,0.22,,7.91,14.98,,-2.69,19.17,2.48,,,1.08,WACC vs ROIC,4.27,1.48,21.39,30.47,11.72,0.24,7/9,,,,4.83,2.46,,,,3.39,5.99,,0.53,4.49,1.42,1.49,9.35,5.76,7.45,,4.09,Beneish M-Score,4.98,,ROIC,,8,"JELD-WEN Holding, Inc.",13.65,-2.08034433,-0.29,Sell,858890,11723848.5,1162816528.0,21.74259318,0.6351,Non-Energy Minerals,Forest Products
1208,JFR,-4.66,46.82,,-5.2,-0.9,,,6.6,,24.67,9.43,1.14,39.69,,,,,,,,,,,,,11.21,,,15.46,,,,-46.55,,,12.61,,4.22,,,,,,,110.96,,,0.87,,,,,,,,,10.21,,,,,10.21,,,,0.87,,-1.77,,,-3.01,,,,10.05,,,,4,Nuveen Floating Rate Income Fund,8.09,-0.61425061,-0.05,Sell,445969,3607889.21,1084510000.0,,-0.292,Miscellaneous,Investment Trusts/Mutual Funds
1209,JHG,9.93,55.42,3.3,-0.4,2.5,-9.6,0.3,7.6,5.4,67.84,11.04,3.02,60.2,2.95,,3.55,5.88,4.52,,111.51,45.69,0.59,0.07,Grey,0.74,5.67,6.27,5.95,7.38,9.54,8.84,1.66,1.51,15.95,0.7,5.67,12.3,14.06,-0.84,-5.37,71.09,35.41,,,17.14,WACC vs ROIC,21.69,1.02,13.03,13.03,,2.17,4/9,,,,10.64,1.86,,,11.85,10.26,13.84,,0.5,5.98,4.52,5.46,978.93,8.48,8.02,,8.44,Beneish M-Score,6.02,9.82,ROIC,,10,Janus Henderson Group plc,27.5,0.0727802,0.02,Buy,2002831,55077852.5,4555592613.0,13.02638435,2.1148,Finance,Investment Managers
1210,JHX,36.31,44.1,0.1,13.3,,22.3,25.7,-61.1,10.4,31.51,,51,39.04,4.79,,0.2,0.13,1.57,49.95,57.15,32.13,1.11,0.62,Grey,,,17.43,14.18,85.69,13.43,11.33,3.52,3.61,5.74,0.39,,18.62,22.1,10.73,7.61,36.09,23.65,,,13.58,WACC vs ROIC,21.56,7.44,24.86,24.86,0.96,3.44,6/9,0.8,6.67,,78.81,3.25,0.96,,,18.26,27.2,1.02,2.81,9.32,1.12,11.82,39.4,21.69,33.21,,15.21,Beneish M-Score,0.07,43.6,ROIC,,10,James Hardie Industries plc,28.34,-2.24215247,-0.65,Sell,46088,1306133.92,12440835257.11767,24.84657198,1.1421,Non-Energy Minerals,Construction Materials
1211,JJSF,19.71,60.67,-0.6,0.6,9.1,-11.6,-21.1,,4.7,63.1,2.61,16.74,62.88,7.32,,0.35,0.38,2.5,60.78,34.88,51.3,1.12,0.19,Grey,0.82,1.65,37.83,22.64,55.7,,,1.65,2.29,2.64,0.68,1.71,,-5.82,,,29.03,20.14,,,4.34,WACC vs ROIC,5.97,3.74,50.39,50.39,,2.18,6/9,,,,53.38,3.8,0.95,,64.6,20.5,32.59,,3.05,6.44,1.55,5.25,14.17,8.52,7.61,,6.5,Beneish M-Score,-0.27,39.32,ROIC,,10,J & J Snack Foods Corp.,171.84,-1.17322291,-2.04,Buy,197175,33882552.0,3314758944.0,50.40922292,3.4204,Consumer Non-Durables,Food: Specialty/Candy
1212,JKHY,-12.73,42.75,1.7,3,6.8,9,9.2,-18,8.8,57.73,1.95,15.71,46.42,8.55,,0.02,0.05,1.2,,5.25,50.65,0.4,0.17,Grey,0.4,1.33,23.27,16.75,65.32,24,16.76,5.21,5.48,4.3,0.58,1.33,31.06,10.34,9.67,6.68,41.33,31.89,,,17.65,WACC vs ROIC,23.14,7,30.77,30.77,3.85,5.44,6/9,1.99,5.6,,64.66,10.05,0.84,,,29.57,61.16,3.92,2.37,73.92,1.2,14.11,188.97,22.82,24.44,,15.59,Beneish M-Score,0.02,35.03,ROIC,,10,"Jack Henry & Associates, Inc.",154.49,1.1391162,1.74,Sell,725920,112147380.80000004,11267749388.999998,30.79944179,5.0284,Technology Services,Packaged Software
1213,JKS,-40.48,37.66,-4,16.3,,21,-13.7,-88.4,33.4,41.29,,-28.34,39.21,1.28,,0.2,0.26,1.11,83.41,41.98,56.39,7.59,2.93,Grey,,,8.69,8.69,-3.51,7.33,4.38,0.41,0.62,11.51,0.16,,3.21,-43.96,,22.01,15.56,4.62,,,3.19,WACC vs ROIC,4.89,0.57,4.28,4.28,0.17,0.11,5/9,,,,,0.34,0.41,,,,,0.18,,0.62,0.83,2.91,12.69,15.94,19.61,,5.35,Beneish M-Score,-42.09,11.42,ROIC,,10,JinkoSolar Holding Company Limited,30.03,-1.73429319,-0.53,Sell,830470,24939014.1,1542988905.0,3.8505924,9.5047,Electronic Technology,Semiconductors
1214,JLL,1,34.24,2.7,8.5,,2.8,6.9,,4.9,16.29,,14.44,27.18,2.45,,0.07,0.1,1.22,,,35.1,4.35,0.69,Grey,,,15.43,11.67,212.78,11.81,9.43,0.5,0.55,6.48,0.38,,11.01,11.42,6,4.17,,6.3,,,1.5,WACC vs ROIC,3.56,1.21,24.25,24.25,3.28,0.36,5/9,1.55,15.56,,179.54,3.45,0.69,,,29.9,,3.91,0.79,11.06,1.22,1.98,51.77,7.24,5.17,,4.52,Beneish M-Score,-3.97,13.49,ROIC,,10,Jones Lang LaSalle Incorporated,154.24,-1.31797825,-2.06,Strong Sell,681722,105148801.28,7354497707.999999,24.23975735,6.4696,Finance,Real Estate Development
1215,JNJ,4.76,41.35,0.2,9.2,5.9,5.8,6.1,-4.6,5.2,39.15,3.79,12.04,40.27,3.84,,0.53,0.63,1.12,139.04,117.9,60.71,1.89,0.61,Grey,0.93,2.87,24.43,17.06,28.28,13.89,12.21,4.53,4.21,4.09,0.39,2.95,14.71,6.26,2.85,0.83,67.09,31.59,,,13.35,WACC vs ROIC,25.5,5.58,32.68,32.68,7.26,4.36,5/9,2.83,2.52,,29.31,,0.95,,,22.34,30.37,,1.78,,0.88,7.03,86.74,12.62,17.46,,14.82,Beneish M-Score,0.98,25.59,ROIC,,10,Johnson & Johnson,161.45,-1.39855869,-2.29,Strong Sell,13392073,2162150347.3,388773878809.0,32.70602058,4.9968,Health Technology,Pharmaceuticals: Major
1216,JNPR,-2.32,47.3,1.3,0.3,3.4,6.4,13,,8,39.44,5.53,-10.98,45.93,1.72,,0.55,0.73,1.66,95.35,52.98,67.95,2.21,0.39,Grey,0.68,3.06,16.93,12.43,16.88,9.5,8.05,1.64,1.69,5.91,0.46,3.1,12.14,3.63,,4.5,56.47,8.89,,,7.27,WACC vs ROIC,11.24,2.1,22.74,22.74,,1.63,8/9,,,,16.42,4.33,0.8,,,13.18,19.25,,1.09,18.46,1.25,4.49,50.41,7.94,9.42,,7.44,Beneish M-Score,8.34,25.38,ROIC,,9,"Juniper Networks, Inc.",28.43,0.28218695,0.08,Sell,7663001,217859118.43,9136268819.999998,22.73308812,1.2763,Technology Services,Information Technology Services
1217,JOBY,30.21,31.99,,,,,,,,14.87,,97.89,24.63,,,27.1,,27.78,,,,,,,,,-10.12,-10.95,-11.33,,-10.22,61.25,,-9.88,,,,,,,,,,,,,,4.17,,,,,,,,,,,,5.32,5.15,,,,,4.27,27.78,-41.53,-380.89,-28.24,-47.8,,-206.75,,-16.11,,,,,"Joby Aviation, Inc.",6.54,-5.76368876,-0.4,Sell,12290300,80378562.0,4537447902.000001,,-0.8799,Electronic Technology,Aerospace & Defense
1218,JOE,70.87,41.04,0.6,7.3,,33.2,39.1,-70.1,26.6,25.82,0.72,52.73,34.31,3.31,,0.76,0.14,1.3,7.54,114.22,28.26,3.78,0.94,Grey,0.27,0.73,28.72,23.66,-24.47,,,,12.23,3.48,0.44,0.84,,17.8,,,40.02,3.21,,,26.72,WACC vs ROIC,23.61,5.02,38.91,38.91,1.47,10.45,3/9,,,,,2.95,0.86,,,46.21,,1.56,,5.02,1.26,6.05,299.29,10.52,13.49,,4.25,Beneish M-Score,-4.56,45.4,ROIC,,9,St. Joe Company (The),57.2,-1.27718329,-0.74,Sell,495490,28342028.0,3338880721.0000005,39.06036602,1.4661,Finance,Real Estate Development
1219,JPM,27.96,53.03,1.6,5.9,5.6,,4.1,205.3,6.5,71.93,4.84,17.6,59.17,,,,,,,,,,,,0.26,2.69,,,-39.66,11.42,,4.51,2.57,,,2.69,10.07,9.65,3.3,4.82,,,,,33.19,,,1.53,9.58,9.58,1.45,3.09,,0.53,,,,0.92,0.97,,,,,1.44,1.3,1.97,,1.27,,,16.14,,,,4.07,14.25,,,10,JP Morgan Chase & Co.,148.81,-0.29480737,-0.44,Buy,19863381,2955870024.23,432454532273.0,9.57180624,15.5693,Finance,Major Banks
1220,JPS,-10.14,36.97,-0.3,-5.7,-4.6,,,33.7,,25.48,5.94,-1.69,32.68,,,,,,,,,,,,,7.7,,,9.92,,,,-15.21,,,7.32,,6.11,,,,,,,102.18,,,0.76,,,,,,,,,6.35,,,,,6.35,,,,0.76,,-4.71,,,-7.63,,,,32.21,,,,4,Nuveen Preferred & Income Securities Fund,6.23,-0.47923323,-0.03,Strong Sell,439674,2739169.02,1281580000.0,,,Miscellaneous,Investment Trusts/Mutual Funds
1221,JWN,7.51,29.59,-1,-9.8,-19.9,-9.6,-22,14.8,-1.2,42.26,5.14,14.56,31.35,1.47,,0.25,0.2,0.99,87.77,62.68,6.79,4.98,6.64,Grey,4,5.16,45.01,6.66,10.79,16.59,5.88,0.41,0.4,2.22,0.08,5.16,7.79,1.78,20.55,-0.95,35.82,3.51,,,0.21,WACC vs ROIC,2.92,3.53,81.83,81.83,,0.16,4/9,,,,4.34,4.52,0.31,,,2.29,10.53,,0.71,5.6,0.43,0.34,2.8,2.43,4.79,,18.99,Beneish M-Score,6.4,6.67,ROIC,,9,"Nordstrom, Inc.",14.73,-0.80808081,-0.12,Sell,10662944,157065165.12,2381523068.0,83.88382688,0.1903,Retail Trade,Department Stores
1222,JXN,5.03,71.72,4.3,12.1,,,,8.3,63.8,81.92,6,-6.82,75.42,,,,,,,,,,,,29.25,5.98,12.2,12.16,1.4,,,,2.48,8.2,,6.15,,,,,,,,,15.21,,,0.41,7.82,7.82,,1.08,,,,,0.58,0.38,,,,0.58,,,,0.41,,0.15,,,5.53,,0.22,,-37.44,,,,3,Jackson Financial Inc.,40.33,1.56131957,0.62,Strong Buy,5087943,205196741.19,3303463828.9999995,9.09172885,5.3605,Finance,Life/Health Insurance
1223,K,-10.25,38.11,,12.8,1.2,-3.1,-0.1,25.2,4,54.1,4.35,-3.26,43.3,2.6,,0.05,0.04,0.66,57.22,95.55,35.97,4.01,1.85,Grey,0.94,3.95,20.21,15.05,29.6,13.46,10.53,1.69,1.73,4.95,0.22,4,13.95,4.54,6.38,2.76,30.59,6.12,,,5.46,WACC vs ROIC,10.41,5.18,23.98,23.98,,1.3,5/9,,,,22.26,,0.8,,,13.92,31.89,,1.74,,0.4,4.65,31.39,10.92,21.33,,7.92,Beneish M-Score,6.6,16.03,ROIC,,10,Kellogg Company,59.96,0.08345852,0.05,Sell,5721149,343040094.04,20527106601.0,23.8580296,2.5347,Consumer Non-Durables,Food: Specialty/Candy
1224,KAI,25.82,58.98,-0.8,14.5,4.2,21.2,31.6,-5.9,8,60.15,0.64,8.91,61.16,5.83,,0.31,0.43,2.04,115.17,37.96,50.96,0.8,0.22,Grey,0.11,0.5,16.58,13.73,30.64,17.9,,2.76,2.89,6.03,0.61,0.53,22.62,18.73,,3.58,43.36,19.11,,,11.96,WACC vs ROIC,17.42,3.64,23.2,23.2,1.39,2.76,6/9,1.07,1.36,,29.46,4.15,1.66,,,21.68,29.65,1.53,1.44,16.71,1.22,9.75,69.29,17.49,17.09,,12.09,Beneish M-Score,3.47,38.75,ROIC,,10,Kadant Inc,220.88,-0.52690835,-1.17,Buy,86459,19097063.92,2585598870.0,23.2163128,9.5368,Producer Manufacturing,Industrial Machinery
1225,KALU,0.57,53.97,-0.2,-5,8.7,-8.7,,,32.1,55.01,6.23,13.88,55.07,2.3,,0.06,0.02,2.81,63.1,38.82,39.17,6.81,1.72,Grey,4.97,3.98,42.08,14.69,-11.74,14.86,8.91,0.69,0.75,2.38,0.28,3.98,15.02,-5.16,,8.81,5.6,1.3,,,0.33,WACC vs ROIC,1.88,1.94,122.73,122.73,,0.4,4/9,,,,,3.45,0.37,,,,,,1.2,2.18,1.41,0.44,3.75,2.95,1.61,,3.13,Beneish M-Score,2.88,60.88,ROIC,,7,Kaiser Aluminum Corporation,77.32,-4.06947891,-3.28,Buy,497059,38432601.88,1238137876.0,123.61310951,0.6439,Non-Energy Minerals,Aluminum
1226,KAR,14.23,51.91,5.4,2.9,,-16.6,,,-14.5,50.67,,16.47,51.77,0.92,,0.09,0.52,1.17,,275.74,80.65,3.97,0.35,Grey,,,104.64,16.75,-66.2,,,1.09,1.22,0.96,0.27,,28.57,-9.99,,-4.44,46.46,1.56,,,-9.34,WACC vs ROIC,14.06,1.28,,,,1.08,6/9,,,,,,1.26,,,53.52,,,0.48,,1.17,-2.82,8.85,0.76,-9.93,,5.79,Beneish M-Score,77.12,12.16,ROIC,,10,"OPENLANE, Inc.",15.56,-1.64348925,-0.26,Buy,1858490,28918104.4,1703117975.0,,-1.7277,Commercial Services,Miscellaneous Commercial Services
1227,KB,7.88,71.68,,7.9,10.1,,8.5,-15.6,9.9,81.03,8.27,5.52,76.19,,,,,,,,,,,,0.25,5.24,,,9.69,,,8.98,6.17,,,5.24,4.58,11.26,4.8,-2.52,,,,,25.56,,,0.39,5.4,5.4,0.63,1.24,,,,,1.95,0.31,0.87,,,1.83,3.09,0.55,0.63,0.4,,0.66,,,9.14,,,,-67.41,6.68,,,10,KB Financial Group Inc,42.59,0.18819101,0.08,Buy,236941,10091317.19,16194457361.80148,4.95198009,8.7945,Finance,Regional Banks
1228,KBH,93.98,40.11,2.1,17.9,37.7,45.7,47.2,-11.7,16.8,30.95,11.48,54.07,37.14,4.17,,0.69,0.33,7.45,376.22,28.35,0.16,1.68,0.46,Grey,0.07,1.36,5.27,5.09,4.86,7.2,6.23,0.82,0.75,18.98,0.58,1.67,7.34,26.42,,1.83,23.3,N/A,,N/A,10.98,WACC vs ROIC,14.17,1.05,5.48,5.48,0.18,0.59,7/9,,,,3.86,0.5,1.01,,1.18,3.71,4.11,0.22,0.53,1.05,1.14,11.55,20.69,18.08,21.27,,13.85,Beneish M-Score,13.3,10.46,ROIC,,10,KB Home,47.79,-4.24764576,-2.12,Sell,3192573,152573063.67,3852347992.0,5.48377473,8.9639,Consumer Durables,Homebuilding
1229,KBR,21.94,45.57,1.3,-2.9,14.5,-0.6,-3.7,7.8,1.9,46.89,1.36,15.91,46.01,2.44,,0.24,0.27,1.05,,42.46,54.36,8.49,1.22,Grey,,0.87,106.12,41.62,25.36,12.33,10.8,1.12,1.44,0.94,0.26,0.9,16.18,-2.14,18.88,9.66,13.86,4.72,,,-1.46,WACC vs ROIC,7.13,5.03,,,,1.36,5/9,,,,22.56,,2.24,,,18.41,1770.94,,1.82,,1.05,-1.72,27.41,2.32,-6.1,,101.97,Beneish M-Score,4.55,,ROIC,,7,"KBR, Inc.",60.21,-1.00295955,-0.61,Sell,3075804,185194158.84,8123308796.0,,-0.7659,Technology Services,Information Technology Services
1230,KC,141.96,38.71,-5.3,,,-41.3,-19.5,4.2,28,26.78,,16.31,34.65,-0.18,,0.64,3.68,1.25,,119.76,114.74,-0.5,0.15,Grey,,,-2.37,-2.37,-54.39,-5.9,778.39,0.6,0.69,-42.19,0.49,,,,,6.08,8.78,,,,-30.89,WACC vs ROIC,-26.37,1.05,,,,1.09,5/9,,,,,,,,35.5,,,,,3.48,1.25,-13.62,-97.75,-21.17,-26.97,,-21.61,Beneish M-Score,3.96,,ROIC,,,Kingsoft Cloud Holdings Limited,4.97,-1.77865613,-0.09,Sell,2514679,12497954.63,1311921381.15665,,-1.4535,Technology Services,Data Processing Services
1231,KD,53.76,51.68,-0.5,-38.9,,-24.6,-12.9,-14.1,-6,34.91,,20.12,45.44,1.31,,0.33,0.35,1.01,,41.94,34.63,6.04,3.44,Grey,,,-9.95,9.16,-26.05,,,,0.38,-10.05,0.11,,,,,,15.71,,,,-7.47,WACC vs ROIC,-1.65,2.96,,,,0.22,4/9,,,,,,,,,7.45,,,,14.97,1.01,-10.86,-17.28,-9.29,-77.11,,-5.51,Beneish M-Score,-16.19,,ROIC,,,"Kyndryl Holdings, Inc.",16.02,-1.05003088,-0.17,Neutral,7028465,112596009.3,3666850895.0,,-5.5628,Technology Services,Data Processing Services
1232,KDP,-10.1,48.77,,2.6,8.9,1,4.7,5,7.9,45.94,1.02,-4.15,46.96,1.48,,0.03,0.02,0.39,71.74,264.94,35.3,4.47,0.56,Grey,0.71,2.4,24.76,19.2,38.98,15.72,13.65,3.91,4.18,4.04,0.49,2.4,17.33,4.25,6.09,4.58,52.74,5.52,,,11,WACC vs ROIC,19.89,1.84,29.23,29.23,,3.27,6/9,,,,30.35,,1.1,,,24.33,54.2,,1.25,,0.24,3.1,73.69,5.64,6.36,,4.84,Beneish M-Score,3.9,10.65,ROIC,,10,Keurig Dr Pepper Inc.,33.3,-1.0989011,-0.37,Sell,40430903,1346349069.9,46528736934.0,29.46902655,1.1384,Consumer Non-Durables,Beverages: Non-Alcoholic
1233,KEN,-37.47,43.78,,36.9,124.8,116.6,,114.1,15.4,41.27,11.89,-14.09,43.15,0.8,,2.64,0.61,3.03,1.37,106.72,35.55,-3.24,1.01,Grey,,11.89,-3.56,-4.13,12.25,,,,2.95,-28.09,0.35,55.58,,,,,16.91,0.07,,,-101.51,WACC vs ROIC,0.62,0.89,,,,2.06,4/9,,,,8.25,,,,,3.17,,,0.52,1.12,3.03,-14.8,-35.96,-13.28,-34.76,,0.13,Beneish M-Score,58.61,6.19,ROIC,,7,Kenon Holdings Ltd.,23.46,-1.92307692,-0.46,Strong Sell,27707,650006.22,1264362880.0,,-11.6787,Utilities,Electric Utilities
1234,KEP,1.47,43.98,,-15.6,,,-118.5,-81.4,6.4,50.05,,7.84,47.22,0.01,,0.1,0.23,0.54,33.71,22.07,38.3,-1.18,0.62,Grey,,,-1.19,-1.65,-2.29,-0.79,3.86,0.1,0.36,-84.03,0.14,,,-43.99,,8.79,-30.72,,,,-25.73,WACC vs ROIC,-33.37,0.34,,,,0.15,3/9,,,,,,0.41,,,,,,,0.35,0.35,-8.88,-13.76,-12.92,-48.35,,-8.03,Beneish M-Score,-28.36,,ROIC,,6,Korea Electric Power Corporation,6.7,-1.32547865,-0.09,Sell,80456,539055.2,8722276505.639507,,-12.0286,Utilities,Electric Utilities
1235,KEX,20.39,61.35,,-3.3,,-4.3,-5,-22.9,-0.9,55.52,,19.27,60.59,2.71,,0.06,0.03,1.78,67.65,40.27,59.73,2.42,0.38,Grey,,,22.29,12.92,38.76,,,,2.09,4.49,0.56,,,-8.63,,,20.81,5.32,,,5.81,WACC vs ROIC,8.72,1.64,29.31,29.31,,1.72,8/9,,,,31.61,1.59,1,,,11.99,22.63,,1.21,1.94,1.01,3.16,6.63,5.74,5.76,,3.92,Beneish M-Score,5.31,37.11,ROIC,,8,Kirby Corporation,84.99,-1.39227289,-1.2,Buy,758327,64450211.73,5056904873.000001,29.32206314,2.9127,Transportation,Marine Shipping
1236,KEY,-41.12,57.65,1.5,-8.8,3.6,,6,18.4,6.9,64.63,13.4,-9.45,60.5,,,,,,,,,,,,0.54,7,,,8.61,,,6.48,6.08,,,7,9.12,20.73,1.3,0.61,,,,,22.35,,,0.97,7.81,7.81,39.05,1.59,,0.49,0.17,,2.24,0.67,0.53,,,2.19,9.65,,0.31,1.29,,0.8,,,11.07,,,,-136.77,6.98,,,10,KeyCorp,11.72,0.60085837,0.07,Buy,22159619,259710734.68,10968970289.0,7.81906732,1.5106,Finance,Major Banks
1237,KEYS,-7.72,34.89,1.6,13.3,,14.7,23.9,4.7,9.7,51.55,,-1.02,40.33,6.15,,1.92,1.27,3.66,165.4,58.17,58.23,1.16,0.41,Grey,,,15.02,13.15,19.05,15.78,14.21,4.2,4.1,6.66,0.56,,16.29,-2.46,8.51,3.09,64.3,18.21,,,20.19,WACC vs ROIC,25.38,4.82,21.09,21.09,,4.23,9/9,,,,19.57,2.69,,,24.29,16.65,20.86,,1.77,7.7,2.93,13.47,83.61,21.82,25.58,,19.72,Beneish M-Score,2.1,36.5,ROIC,,10,Keysight Technologies Inc.,132.86,-0.1953125,-0.26,Sell,3582691,475996326.2600001,23592569603.0,21.10396315,6.3389,Electronic Technology,Electronic Equipment/Instruments
1238,KFRC,-0.49,43.01,3.7,6.8,18.6,20,17.1,19.4,13.8,47.22,5.78,0.18,42.87,11.65,,,,2.49,,15.59,59.74,0.36,0.21,Grey,0.41,2.37,11.66,11.15,23.93,12.68,10.24,0.8,0.74,8.58,0.51,2.47,17.48,24.31,,-1.72,28.47,N/A,,N/A,3.88,WACC vs ROIC,6.33,6.33,18.2,18.2,1.05,0.71,5/9,,,,22.76,2.55,1.09,,15.04,19.11,35.12,1.01,0.92,8.06,2.49,16.03,64.11,40.67,32.88,,30.02,Beneish M-Score,10.82,19,ROIC,,10,"Kforce, Inc.",58.34,-0.37568306,-0.22,Sell,173049,10095678.66,1173844471.9999998,18.20280811,3.2504,Commercial Services,Personnel Services
1239,KFY,2.05,23.61,1.3,11.9,14.5,21.7,27.6,14,15.2,9.89,1.92,0.66,16.71,2.91,,0.9,1.07,2.08,,59.6,78.89,1.57,0.33,Grey,0.19,1.34,8.87,7.07,10.74,,,,0.86,11.27,0.51,1.4,,27.83,,,89.33,13.24,,,6.24,WACC vs ROIC,10.62,1.47,13.89,13.89,0.82,0.85,5/9,0.54,0.34,,10.59,1.51,0.65,,,8.09,11.24,0.56,0.65,3.71,2.08,5.34,77.69,10.9,11.06,,11.13,Beneish M-Score,2.8,17,ROIC,,10,Korn Ferry,47.08,-1.93709644,-0.93,Strong Sell,1176004,55366268.32,2481333982.0,13.86500177,3.4062,Commercial Services,Personnel Services
1240,KGC,45.76,62.4,0.9,5,,-18.3,-67,26.8,-0.2,82.22,2.3,25.92,69.24,0.23,,0.39,0.19,1.57,124.72,20.77,19.1,1.92,0.42,Grey,0.75,2.32,20.31,6.37,24.16,29.61,6.52,2.1,2.08,4.92,0.57,2.32,13.25,1.79,,-7.56,18.68,4.05,,,5,WACC vs ROIC,7.65,1.08,32.38,34.53,,1.64,8/9,,,,18.94,1.3,1.09,,,4.54,17.51,,0.9,1.08,0.61,1.89,4.71,4.21,3.32,,1.94,Beneish M-Score,-7.47,,ROIC,,4,Kinross Gold Corporation,5.18,3.187251,0.16,Strong Buy,30783874,159460467.32,6358967665.041489,32.82210268,0.16008368,Non-Energy Minerals,Precious Metals
1241,KGS,,46.94,,,,,,,,45.95,,,45.33,0.73,,0.2,0.02,1.25,175.96,106.82,103.69,12.67,14.54,Grey,,,31.76,18.8,173.77,,,4.66,10.58,3.15,0.06,,,,,,60.63,1.26,,,7.03,,30.51,6.93,40.5,40.5,,2.95,N/A/9,,,,35.38,,,,,9.15,,,,,0.88,0.86,5.2,4.34,5.48,,3.04,WACC vs ROIC,,,ROIC,,2,"Kodiak Gas Services, Inc.",17.82,-1.2195122,-0.22,Sell,3222565,57426108.3,1051380000.0000002,,,Industrial Services,Oilfield Services/Equipment
1242,KHC,-2.46,46.13,-0.1,-2,,-1.4,6.5,-17.7,1.9,53.83,2.93,-11.41,50.27,1.09,,0.11,0.05,0.95,72.76,93.47,29.21,3.55,0.4,Grey,0.63,4.78,12.83,10.75,26.59,11.38,9.47,2.17,2.23,7.79,0.55,4.78,11.17,2.7,7.76,1.78,31.67,5.53,,,11.65,WACC vs ROIC,18.38,0.82,13.07,13.07,,1.5,8/9,,,,17.87,,,,,12.42,17.81,,0.64,,0.5,3.48,70.71,5.76,6.46,,4.8,Beneish M-Score,9.22,18.08,ROIC,,9,The Kraft Heinz Company,33.45,-0.94758662,-0.32,Sell,12095745,404602670.25000006,41086453823.99999,13.072534,2.5742,Consumer Non-Durables,Food: Major Diversified
1243,KIM,-4.21,46.39,-12.7,10.9,-9.1,-11.6,-41.5,0.2,0.6,56.38,2.95,6.11,50.27,1.16,,3.98,0.12,5.38,,137.56,45.29,6.16,0.75,Grey,1.49,4.87,27.26,15.47,17.87,27.79,15.41,10.18,10.35,3.67,0.54,4.87,29.5,3.49,5.78,-2.85,68.9,2.45,,,23,WACC vs ROIC,32.82,1.22,30.95,30.95,,6.64,4/9,,,11.66,11.43,1.29,0.83,,,11.43,,,0.81,1.22,5.38,2.25,293.74,3.74,4.19,,2.48,Beneish M-Score,7.21,13.99,ROIC,,10,Kimco Realty Corporation (HC),18.88,-0.94438615,-0.18,Sell,7223387,136377546.56,11703391589.0,31.09866579,0.6096,Finance,Real Estate Investment Trusts
1244,KKR,21.78,66.02,-15.4,1.5,6.9,-58.9,,12.2,0.3,76.67,0.89,21.31,70.34,0.32,,0.35,0.22,1.41,,111.43,6.29,11.26,2.38,Grey,0.49,0.99,22,22,-13.65,57.25,55.43,11.72,8.38,4.55,0.07,1.02,13.76,-12.12,11.19,3.93,31.45,0.37,,,11.06,WACC vs ROIC,7.98,2.93,46.67,46.67,,5.1,2/9,,,,,2.91,0.95,,,,63.34,,,4.09,1.41,0.44,315.93,1.71,6.54,,0.25,Beneish M-Score,-5.8,23.94,ROIC,,9,KKR & Co. Inc.,64.4,1.06716886,0.68,Buy,8069865,519699306.00000006,56967496882.0,,-0.8514,Finance,Investment Managers
